date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:25:13	60701/60701	---MCZ	200	added ('OK')	text/css	etag:W/%2262ddd29a-ed1d%22	http://car-wash.leftma7t.beget.tech/wp-content/themes/betheme_v26_%d1%80%d0%b0%d1%81%d0%bf%d0%b0%d0%ba/fonts/fontawesome/fontawesome.css?ver=26.4.0.3	/Users/aleksandr/websites/car-wash/car-wash.leftma7t.beget.tech/wp-content/themes/betheme_v26_%d1%80%d0%b0%d1%81%d0%bf%d0%b0%d0%ba/fonts/fontawesome/fontawesome4828.css	(from http://car-wash.leftma7t.beget.tech/)
11:25:14	9711/9711	---MCZ	200	added ('OK')	text/css	etag:W/%2262ddd29a-25ef%22	http://car-wash.leftma7t.beget.tech/wp-content/themes/betheme_v26_%d1%80%d0%b0%d1%81%d0%bf%d0%b0%d0%ba/assets/jplayer/css/jplayer.blue.monday.min.css?ver=26.4.0.3	/Users/aleksandr/websites/car-wash/car-wash.leftma7t.beget.tech/wp-content/themes/betheme_v26_%d1%80%d0%b0%d1%81%d0%bf%d0%b0%d0%ba/assets/jplayer/css/jplayer.blue.monday.min4828.css	(from http://car-wash.leftma7t.beget.tech/)
11:25:15	64924/64924	---MCZ	200	added ('OK')	text/css	etag:W/%2262ddd297-fd9c%22	http://car-wash.leftma7t.beget.tech/wp-content/themes/betheme_v26_%d1%80%d0%b0%d1%81%d0%bf%d0%b0%d0%ba/css/responsive.css?ver=26.4.0.3	/Users/aleksandr/websites/car-wash/car-wash.leftma7t.beget.tech/wp-content/themes/betheme_v26_%d1%80%d0%b0%d1%81%d0%bf%d0%b0%d0%ba/css/responsive4828.css	(from http://car-wash.leftma7t.beget.tech/)
11:25:17	1578/1578	---MC-	200	added ('OK')	text/css	date:Fri,%2019%20Aug%202022%2008:25:16%20GMT	https://fonts.googleapis.com/css?family=IBM+Plex+Sans%3A1%2C300%2C400%2C400italic%2C500%2C600%2C700%2C700italic&display=swap&ver=6.0.1	/Users/aleksandr/websites/car-wash/fonts.googleapis.com/css4e0e.css	(from http://car-wash.leftma7t.beget.tech/)
11:25:17	448/448	---MC-	200	added ('OK')	text/css	date:Fri,%2019%20Aug%202022%2008:25:17%20GMT	https://fonts.googleapis.com/css?family=IBM+Plex+Sans%3A400%2C700&display=swap&ver=6.0.1	/Users/aleksandr/websites/car-wash/fonts.googleapis.com/cssb4c9.css	(from http://car-wash.leftma7t.beget.tech/)
11:25:18	120967/120967	---MCZ	200	added ('OK')	text/css	etag:W/%2262ddd297-1d887%22	http://car-wash.leftma7t.beget.tech/wp-content/themes/betheme_v26_%d1%80%d0%b0%d1%81%d0%bf%d0%b0%d0%ba/css/woocommerce.css?ver=26.4.0.3	/Users/aleksandr/websites/car-wash/car-wash.leftma7t.beget.tech/wp-content/themes/betheme_v26_%d1%80%d0%b0%d1%81%d0%bf%d0%b0%d0%ba/css/woocommerce4828.css	(from http://car-wash.leftma7t.beget.tech/)
11:25:20	85661/85661	---MCZ	200	added ('OK')	text/css	etag:W/%2262ddd7a8-14e9d%22	http://car-wash.leftma7t.beget.tech/wp-content/plugins/jetpack/css/jetpack.css?ver=11.1.2	/Users/aleksandr/websites/car-wash/car-wash.leftma7t.beget.tech/wp-content/plugins/jetpack/css/jetpackc74e.css	(from http://car-wash.leftma7t.beget.tech/)
11:25:22	89521/89521	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2262ddd26a-15db1%22	http://car-wash.leftma7t.beget.tech/wp-includes/js/jquery/jquery.min.js?ver=3.6.0	/Users/aleksandr/websites/car-wash/car-wash.leftma7t.beget.tech/wp-includes/js/jquery/jquery.minaf6c.js	(from http://car-wash.leftma7t.beget.tech/)
11:25:22	11224/11224	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2262ddd26a-2bd8%22	http://car-wash.leftma7t.beget.tech/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	/Users/aleksandr/websites/car-wash/car-wash.leftma7t.beget.tech/wp-includes/js/jquery/jquery-migrate.mind617.js	(from http://car-wash.leftma7t.beget.tech/)
11:25:23	9533/9533	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2262ddd73c-253d%22	http://car-wash.leftma7t.beget.tech/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.7.0-wc.6.7.0	/Users/aleksandr/websites/car-wash/car-wash.leftma7t.beget.tech/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.minbd43.js	(from http://car-wash.leftma7t.beget.tech/)
11:25:24	3037/3037	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2262ddd73c-bdd%22	http://car-wash.leftma7t.beget.tech/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=6.7.0	/Users/aleksandr/websites/car-wash/car-wash.leftma7t.beget.tech/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.minbdeb.js	(from http://car-wash.leftma7t.beget.tech/)
11:25:25	992/992	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2262ddd324-3e0%22	http://car-wash.leftma7t.beget.tech/wp-content/plugins/js_composer/assets/js/vendors/woocommerce-add-to-cart.js?ver=6.9.0	/Users/aleksandr/websites/car-wash/car-wash.leftma7t.beget.tech/wp-content/plugins/js_composer/assets/js/vendors/woocommerce-add-to-carte1b2.js	(from http://car-wash.leftma7t.beget.tech/)
11:25:27	9364/9364	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262f6b688-2494%22	https://stats.wp.com/s-202233.js	/Users/aleksandr/websites/car-wash/stats.wp.com/s-202233.js	(from http://car-wash.leftma7t.beget.tech/)
11:25:29	1348/1348	---MC-	200	added ('OK')	application/json	date:Fri,%2019%20Aug%202022%2008:25:28%20GMT	http://car-wash.leftma7t.beget.tech/wp-json/wp/v2/pages/5	/Users/aleksandr/websites/car-wash/car-wash.leftma7t.beget.tech/wp-json/wp/v2/pages/5.json	(from http://car-wash.leftma7t.beget.tech/)
11:25:29	167/167	---M--	405	error ('Not%20Allowed')	text/html	date:Fri,%2019%20Aug%202022%2008:25:29%20GMT	http://car-wash.leftma7t.beget.tech/xmlrpc.php?rsd	/Users/aleksandr/websites/car-wash/car-wash.leftma7t.beget.tech/xmlrpc0db0.php	(from http://car-wash.leftma7t.beget.tech/)
11:25:33	2369/2369	---MC-	200	added ('OK')	application/json	date:Fri,%2019%20Aug%202022%2008:25:31%20GMT	http://car-wash.leftma7t.beget.tech/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fcar-wash.leftma7t.beget.tech%2F	/Users/aleksandr/websites/car-wash/car-wash.leftma7t.beget.tech/wp-json/oembed/1.0/embed0b04.json	(from http://car-wash.leftma7t.beget.tech/)
11:25:34	2439/2439	---MCZ	200	added ('OK')	text/xml	date:Fri,%2019%20Aug%202022%2008:25:33%20GMT	http://car-wash.leftma7t.beget.tech/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fcar-wash.leftma7t.beget.tech%2F&format=xml	/Users/aleksandr/websites/car-wash/car-wash.leftma7t.beget.tech/wp-json/oembed/1.0/embed68e6	(from http://car-wash.leftma7t.beget.tech/)
11:25:35	7534/7534	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262ddd2e6-1d6e%22	http://car-wash.leftma7t.beget.tech/wp-content/uploads/2022/05/carwash.svg	/Users/aleksandr/websites/car-wash/car-wash.leftma7t.beget.tech/wp-content/uploads/2022/05/carwash.svg	(from http://car-wash.leftma7t.beget.tech/)
11:25:35	68/68	---M--	200	added ('OK')	image/png	etag:%2262de7ea7-44%22	http://car-wash.leftma7t.beget.tech/wp-content/plugins/revslider/public/assets/assets/dummy.png	/Users/aleksandr/websites/car-wash/car-wash.leftma7t.beget.tech/wp-content/plugins/revslider/public/assets/assets/dummy.png	(from http://car-wash.leftma7t.beget.tech/)
11:25:41	124767/124767	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2008:25:37%20GMT	http://car-wash.leftma7t.beget.tech/works/	/Users/aleksandr/websites/car-wash/car-wash.leftma7t.beget.tech/works/index.html	(from http://car-wash.leftma7t.beget.tech/)
11:25:41	135335/135335	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2008:25:37%20GMT	http://car-wash.leftma7t.beget.tech/about-us/	/Users/aleksandr/websites/car-wash/car-wash.leftma7t.beget.tech/about-us/index.html	(from http://car-wash.leftma7t.beget.tech/)
11:25:41	136472/136472	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2008:25:37%20GMT	http://car-wash.leftma7t.beget.tech/services/	/Users/aleksandr/websites/car-wash/car-wash.leftma7t.beget.tech/services/index.html	(from http://car-wash.leftma7t.beget.tech/)
11:25:43	1105/1105	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262ddd2e6-451%22	http://car-wash.leftma7t.beget.tech/wp-content/uploads/2022/05/carwash3-icon7.svg	/Users/aleksandr/websites/car-wash/car-wash.leftma7t.beget.tech/wp-content/uploads/2022/05/carwash3-icon7.svg	(from http://car-wash.leftma7t.beget.tech/)
11:25:43	1295/1295	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262ddd2e6-50f%22	http://car-wash.leftma7t.beget.tech/wp-content/uploads/2022/05/carwash3-icon6.svg	/Users/aleksandr/websites/car-wash/car-wash.leftma7t.beget.tech/wp-content/uploads/2022/05/carwash3-icon6.svg	(from http://car-wash.leftma7t.beget.tech/)
11:25:47	1454/1454	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262ddd2ee-5ae%22	http://car-wash.leftma7t.beget.tech/wp-content/uploads/2022/05/carwash3-home-pic1.svg	/Users/aleksandr/websites/car-wash/car-wash.leftma7t.beget.tech/wp-content/uploads/2022/05/carwash3-home-pic1.svg	(from http://car-wash.leftma7t.beget.tech/)
11:25:47	122054/122054	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2008:25:43%20GMT	http://car-wash.leftma7t.beget.tech/contact/	/Users/aleksandr/websites/car-wash/car-wash.leftma7t.beget.tech/contact/index.html	(from http://car-wash.leftma7t.beget.tech/)
11:25:47	8547/8547	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262ddd2e6-2163%22	http://car-wash.leftma7t.beget.tech/wp-content/uploads/2022/05/carwash3-icon1.svg	/Users/aleksandr/websites/car-wash/car-wash.leftma7t.beget.tech/wp-content/uploads/2022/05/carwash3-icon1.svg	(from http://car-wash.leftma7t.beget.tech/)
11:25:49	6204/6204	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262ddd2e6-183c%22	http://car-wash.leftma7t.beget.tech/wp-content/uploads/2022/05/carwash3-icon3.svg	/Users/aleksandr/websites/car-wash/car-wash.leftma7t.beget.tech/wp-content/uploads/2022/05/carwash3-icon3.svg	(from http://car-wash.leftma7t.beget.tech/)
11:25:52	6873/6873	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262ddd2e6-1ad9%22	http://car-wash.leftma7t.beget.tech/wp-content/uploads/2022/05/carwash3-icon2.svg	/Users/aleksandr/websites/car-wash/car-wash.leftma7t.beget.tech/wp-content/uploads/2022/05/carwash3-icon2.svg	(from http://car-wash.leftma7t.beget.tech/)
11:25:53	5942/5942	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262ddd2e7-1736%22	http://car-wash.leftma7t.beget.tech/wp-content/uploads/2022/05/carwash3-icon4.svg	/Users/aleksandr/websites/car-wash/car-wash.leftma7t.beget.tech/wp-content/uploads/2022/05/carwash3-icon4.svg	(from http://car-wash.leftma7t.beget.tech/)
11:26:09	129036/129036	---M--	200	added ('OK')	image/webp	etag:%2262ddd2eb-1f80c%22	http://car-wash.leftma7t.beget.tech/wp-content/uploads/2022/05/carwash3-services-pic1.webp	/Users/aleksandr/websites/car-wash/car-wash.leftma7t.beget.tech/wp-content/uploads/2022/05/carwash3-services-pic1.webp	(from http://car-wash.leftma7t.beget.tech/)
11:26:11	8991/8991	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262ddd2e4-231f%22	http://car-wash.leftma7t.beget.tech/wp-content/uploads/2022/05/carwash3-home-pic3.svg	/Users/aleksandr/websites/car-wash/car-wash.leftma7t.beget.tech/wp-content/uploads/2022/05/carwash3-home-pic3.svg	(from http://car-wash.leftma7t.beget.tech/)
11:26:20	168132/168132	---M--	200	added ('OK')	image/webp	etag:%2262ddd2e7-290c4%22	http://car-wash.leftma7t.beget.tech/wp-content/uploads/2022/05/carwash3-beforeafter-pic1.webp	/Users/aleksandr/websites/car-wash/car-wash.leftma7t.beget.tech/wp-content/uploads/2022/05/carwash3-beforeafter-pic1.webp	(from http://car-wash.leftma7t.beget.tech/)
11:26:23	1884/1884	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262ddd2e4-75c%22	http://car-wash.leftma7t.beget.tech/wp-content/uploads/2022/05/carwash3-icon5.svg	/Users/aleksandr/websites/car-wash/car-wash.leftma7t.beget.tech/wp-content/uploads/2022/05/carwash3-icon5.svg	(from http://car-wash.leftma7t.beget.tech/)
11:26:27	17252/17252	---M--	200	added ('OK')	image/webp	etag:%2262ddd2ea-4364%22	http://car-wash.leftma7t.beget.tech/wp-content/uploads/2022/05/carwash3-book-pic1.webp	/Users/aleksandr/websites/car-wash/car-wash.leftma7t.beget.tech/wp-content/uploads/2022/05/carwash3-book-pic1.webp	(from http://car-wash.leftma7t.beget.tech/)
11:26:36	293240/293240	---M--	200	added ('OK')	image/webp	etag:%2262ddd2e8-47978%22	http://car-wash.leftma7t.beget.tech/wp-content/uploads/2022/05/carwash3-beforeafter-pic2.webp	/Users/aleksandr/websites/car-wash/car-wash.leftma7t.beget.tech/wp-content/uploads/2022/05/carwash3-beforeafter-pic2.webp	(from http://car-wash.leftma7t.beget.tech/)
11:26:37	7842/7842	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221ea2-5e1657a2b57ce%22	https://themes.muffingroup.com/be/carwash3/wp-content/uploads/2022/05/carwash3-footer-logo.svg	/Users/aleksandr/websites/car-wash/themes.muffingroup.com/be/carwash3/wp-content/uploads/2022/05/carwash3-footer-logo.svg	(from http://car-wash.leftma7t.beget.tech/)
11:26:41	3699/3699	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2008:26:38%20GMT	http://car-wash.leftma7t.beget.tech/wp-login.php?action=lostpassword	/Users/aleksandr/websites/car-wash/car-wash.leftma7t.beget.tech/wp-loginc2b6.html	(from http://car-wash.leftma7t.beget.tech/)
11:26:45	246034/246034	---M--	200	added ('OK')	image/webp	etag:%2262ddd2c9-3c112%22	http://car-wash.leftma7t.beget.tech/wp-content/uploads/2022/05/carwash3-home-pic2.webp	/Users/aleksandr/websites/car-wash/car-wash.leftma7t.beget.tech/wp-content/uploads/2022/05/carwash3-home-pic2.webp	(from http://car-wash.leftma7t.beget.tech/)
11:26:47	652/652	---MC-	200	added ('OK')	text/css	date:Fri,%2019%20Aug%202022%2008:26:41%20GMT	https://fonts.googleapis.com/css?family=Roboto:400%7CIBM+Plex+Sans:700%2C600&display=swap	/Users/aleksandr/websites/car-wash/fonts.googleapis.com/css6688.css	(from http://car-wash.leftma7t.beget.tech/)
11:26:49	140955/140955	---MCZ	200	added ('OK')	text/css	etag:W/%2262ddd297-2269b%22	http://car-wash.leftma7t.beget.tech/wp-content/themes/betheme_v26_%d1%80%d0%b0%d1%81%d0%bf%d0%b0%d0%ba/css/elements/divider-2.css?ver=26.4.0.3	/Users/aleksandr/websites/car-wash/car-wash.leftma7t.beget.tech/wp-content/themes/betheme_v26_%d1%80%d0%b0%d1%81%d0%bf%d0%b0%d0%ba/css/elements/divider-24828.css	(from http://car-wash.leftma7t.beget.tech/)
11:26:49	22555/22555	---MCZ	200	added ('OK')	text/css	etag:W/%2262de8111-581b%22	http://car-wash.leftma7t.beget.tech/wp-content/uploads/betheme/css/post-5.css?ver=1660897498	/Users/aleksandr/websites/car-wash/car-wash.leftma7t.beget.tech/wp-content/uploads/betheme/css/post-56ac3.css	(from http://car-wash.leftma7t.beget.tech/)
11:26:51	59516/59516	---MCZ	200	added ('OK')	text/css	etag:W/%2262de7ea5-e87c%22	http://car-wash.leftma7t.beget.tech/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.5.25	/Users/aleksandr/websites/car-wash/car-wash.leftma7t.beget.tech/wp-content/plugins/revslider/public/assets/css/rs6b02e.css	(from http://car-wash.leftma7t.beget.tech/)
11:26:51	6475/6475	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2262ddd26a-194b%22	http://car-wash.leftma7t.beget.tech/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.13.9	/Users/aleksandr/websites/car-wash/car-wash.leftma7t.beget.tech/wp-includes/js/dist/vendor/regenerator-runtime.min3937.js	(from http://car-wash.leftma7t.beget.tech/)
11:26:53	19142/19142	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2262ddd26a-4ac6%22	http://car-wash.leftma7t.beget.tech/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	/Users/aleksandr/websites/car-wash/car-wash.leftma7t.beget.tech/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from http://car-wash.leftma7t.beget.tech/)
11:26:53	11862/11862	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2262ddd30d-2e56%22	http://car-wash.leftma7t.beget.tech/wp-content/plugins/contact-form-7/includes/js/index.js?ver=5.5.3	/Users/aleksandr/websites/car-wash/car-wash.leftma7t.beget.tech/wp-content/plugins/contact-form-7/includes/js/index5697.js	(from http://car-wash.leftma7t.beget.tech/)
11:26:59	128805/128805	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2262de7ea5-1f725%22	http://car-wash.leftma7t.beget.tech/wp-content/plugins/revslider/public/assets/js/rbtools.min.js?ver=6.5.18	/Users/aleksandr/websites/car-wash/car-wash.leftma7t.beget.tech/wp-content/plugins/revslider/public/assets/js/rbtools.min8331.js	(from http://car-wash.leftma7t.beget.tech/)
11:26:59	391496/391496	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2262de7ea5-5f948%22	http://car-wash.leftma7t.beget.tech/wp-content/plugins/revslider/public/assets/js/rs6.min.js?ver=6.5.25	/Users/aleksandr/websites/car-wash/car-wash.leftma7t.beget.tech/wp-content/plugins/revslider/public/assets/js/rs6.minb02e.js	(from http://car-wash.leftma7t.beget.tech/)
11:26:59	1834/1834	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2262ddd73c-72a%22	http://car-wash.leftma7t.beget.tech/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js?ver=2.1.4-wc.6.7.0	/Users/aleksandr/websites/car-wash/car-wash.leftma7t.beget.tech/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min38b6.js	(from http://car-wash.leftma7t.beget.tech/)
11:26:59	2139/2139	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2262ddd73c-85b%22	http://car-wash.leftma7t.beget.tech/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=6.7.0	/Users/aleksandr/websites/car-wash/car-wash.leftma7t.beget.tech/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.minbdeb.js	(from http://car-wash.leftma7t.beget.tech/)
11:27:01	2938/2938	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2262ddd73c-b7a%22	http://car-wash.leftma7t.beget.tech/wp-content/plugins/woocommerce/assets/js/frontend/cart-fragments.min.js?ver=6.7.0	/Users/aleksandr/websites/car-wash/car-wash.leftma7t.beget.tech/wp-content/plugins/woocommerce/assets/js/frontend/cart-fragments.minbdeb.js	(from http://car-wash.leftma7t.beget.tech/)
11:27:03	20715/20715	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2262ddd26a-50eb%22	http://car-wash.leftma7t.beget.tech/wp-includes/js/jquery/ui/core.min.js?ver=1.13.1	/Users/aleksandr/websites/car-wash/car-wash.leftma7t.beget.tech/wp-includes/js/jquery/ui/core.min0028.js	(from http://car-wash.leftma7t.beget.tech/)
11:27:03	11937/11937	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2262ddd26a-2ea1%22	http://car-wash.leftma7t.beget.tech/wp-includes/js/jquery/ui/tabs.min.js?ver=1.13.1	/Users/aleksandr/websites/car-wash/car-wash.leftma7t.beget.tech/wp-includes/js/jquery/ui/tabs.min0028.js	(from http://car-wash.leftma7t.beget.tech/)
